"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"January 11, 2019","Amazon Customer","-","yes","Gross","I didn't realize the cards were a set up to generate gross responses.  Crude.  Sophomoric.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1HWL218TPCISC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 25, 2018","Ximena A. Railey","-","yes","Misleading description","Offensive. Inmoral. Description does not say anything about the topics and/or language used in this game. Misleading.","1","-","-","https://www.amazon.com/gp/customer-reviews/R21KW1UG1L47NO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 25, 2018","Sharon W.","-","yes","Content","Purchased for a family night game. Boy was I surprised when I read a few of the cards! Talking about masturbating with my grandchildren at Christmas time is too disgusting for us!!! Should be a better description of game.","1","-","-","https://www.amazon.com/gp/customer-reviews/RR3GJ5N0YG00R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 30, 2019","Glenda Carey","-","yes",".","Bought this for a party.  It was so vulgar I sold it.","1","-","-","https://www.amazon.com/gp/customer-reviews/RUPH1CA0DMMXU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 28, 2019","Just me","-","yes","Disgusting","I knew this may have some “iffy” content but I didn’t think it would be disgusting","1","-","-","https://www.amazon.com/gp/customer-reviews/R3J3NBP2U5WKX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 2, 2015","Vegas79","-","yes","Treason","Will never buy another deck.A game that strives on being 'non PC'  is attempting to get in the way of protecting the American borders. Treasonous company with frivolous PC stunts.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1PQCZ1YTZCJYH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 18, 2019","CBK","-","yes","I’m good","Just too try hard there’s rarely funny combination and more three cards they found the most shocking/racist/random xD","1","-","-","https://www.amazon.com/gp/customer-reviews/R1LEIA20HSW7N2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 24, 2018","William F.","-","yes","Owners are political morons who buy property on the border to try to keep the wall from being built.","It was boring.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1OPVMRM2KPOK1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 27, 2019","Lisa Nelski","-","yes","Gross","Not for me. I returned the game.","1","-","-","https://www.amazon.com/gp/customer-reviews/R124Y3DZ3EH6JH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 13, 2018","Sal Oliva","-","yes","I bought the hype of this","The game don’t make any sense it was a waste of money","1","-","-","https://www.amazon.com/gp/customer-reviews/R1C2KGUBYKQOUM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 23, 2017","mp","-","yes","Don't bother.","Ask around/ read reviews FIRST. My own kids were somewhat appalled that I ordered these. I thought the could be fun. COULD BE if it wasn't so vulgar and representing the worst in our culture. When I read the reviews I realized why and requested a return. Plus, nearly everyone says this gets boring after 3 games. No need to waste money contributing to the deliquency of my own soul or society.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3EFKINJ7Q9SCL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 5, 2018","Debbie M.","-","yes","One Star","Repetitive cards, should have returned it but didn’t realize it till it was too late.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1HM5N0SLWFVJV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 9, 2017","Brain T.","-","yes","got this game, found it offensive & had to ...","got this game,found it offensive & had to return it.OK with adult humor most of the time,but this was on verge of pornographic","1","-","-","https://www.amazon.com/gp/customer-reviews/R2DMNDYJTQ8NPR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 22, 2017","Karl E. Horne","-","yes","One Star","Just a bunch of dumb cock jokes for $25","1","-","-","https://www.amazon.com/gp/customer-reviews/R2JD4GDTASQAYL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 7, 2017","kelly brooks","-","yes","OMG!","I googled 'games to play with my teen kids' and THIS is on the top of the list?!?!? MAJOR INAPPROPRIATE!","1","-","-","https://www.amazon.com/gp/customer-reviews/R1LNK615AT08IF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 26, 2018","Shopping girl","-","yes","One Star","Silly game...","1","-","-","https://www.amazon.com/gp/customer-reviews/R1HR8812TDPG3F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 10, 2017","Amazon Customer","-","yes","I feel like I got a used product and I'm not sure ...","Really unhappy with the way that my cards came in the mail. The box was ripped and opened when I received it. I feel like I got a used product and I'm not sure if I even received all of the cards that come with the game. I'll be returning the package since I can't even use the box anymore to store the cards.","1","https://images-na.ssl-images-amazon.com/images/I/711BBtEGsCL._SY88.jpg https://images-na.ssl-images-amazon.com/images/I/719Zxvq2QAL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R3AZUMWBMRF4PG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 6, 2017","Survivor","-","yes","This shipment arrived with the box completely broken once you ...","This shipment arrived with the box completely broken once you took the plastic wrap off. What a joke! $25 for cards with no box to hold them in!","1","-","-","https://www.amazon.com/gp/customer-reviews/R20SOPQW8YZW5K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 18, 2017","Alexis Steppling","-","yes","The game is great but...","I just spent good money for this game because I know that it makes every party more fun, but when I opened the package, the box was falling apart and the cards went everywhere. I can always put them in a new container, but when you buy something brand new, it should be brand new and not ripped apart. Some cards are ripped too. The game is great, but that was a pretty awful way to get it.","1","https://images-na.ssl-images-amazon.com/images/I/61Q67jYbJqL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R2ZXM3GX22DSPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 12, 2016","J. S.","-","yes","Funny, but watch out for the family","I thought it would be funny, and it was, but my family hated it. They won't play it with me and think I'm twisted now.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3UJ57Q7VY3ZR2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 16, 2018","melissa","-","yes","Game is great but there are spots on a lot of the ...","Game is great but there are spots on a lot of the cards that look like blood or rust and some of the print is rubbed off the back of several of the cards. Very disappointed for what I paid to receive something like that","1","-","-","https://www.amazon.com/gp/customer-reviews/R3OC3GHZR88V2S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 18, 2017","Amazon Customer","-","yes","One Star","The order I received is not version 2.0. It is version 1.7.","1","-","-","https://www.amazon.com/gp/customer-reviews/R364H5UVRQI37M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 5, 2018","Anthony DiBiase","-","yes","Was just a virtually an empty box. There were ...","Was just a virtually an empty box.  There were only blank cards with very few other cards included. The item was presented as you were getting the actual game, but Bam!  Empty box 📦","1","-","-","https://www.amazon.com/gp/customer-reviews/R1Y49SOARPZM32/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 31, 2018","Daniel","-","yes","Fail","I only got 23 black cards in my set.","1","-","-","https://www.amazon.com/gp/customer-reviews/RMNOE7KZO1O66/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 22, 2018","Carmen","-","yes","Racism, sexism, anti-Semitism considered humorous. Gag.","If I could give it a zero I would. Was told by a friend it was a fun family game. Our whole family was disgusted by the racism, anti-Semitism, sexism in what is supposed to be humorous. It’s hard to disgust all of us:  we are a family where some vote Republican and others Democrat and others have their own ideas. We are Catholics and Jews and spiritual but unaffiliated. We are liberals and conservatives. We range in age from 70 to 3. After we read the supposedly funny questions we felt like we needed a shower. The game went in the trash can.","1","-","-","https://www.amazon.com/gp/customer-reviews/R613KATO8GSXO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 31, 2018","sheri","-","yes","One Star","Package arrived empty","1","-","-","https://www.amazon.com/gp/customer-reviews/R26XSWDTQCK8LZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 31, 2017","hike sedona","-","yes","Apparently we are not “with” it... many ...","Apparently we are not “with” it ... many of these cards would even make my beer drinking golfing buddies say this is not appropriate.","1","-","-","https://www.amazon.com/gp/customer-reviews/RPRT15ZBWB855/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 3, 2018","Sylvia Hull","-","yes","Enjoyed it playing it so much I wanted a deck ...","This seems to be an updated version of the one I played many times several years ago. Enjoyed it playing it so much I wanted a deck for myself. However, this one contained many obscene cards that I was deeply embarrassed when I introduced it at a party I recently held. I had no idea these cards were part of the deck and was mortified when one was selected by one of my guests.  I know these cards were not a part of the previous deck I played with. Why was it necessary to add these tasteless questions? I am not a prude and enjoyed the deck I played with before and the occasional 'suggestive' questions. But these went way over the line. Very disappointed.","1","-","-","https://www.amazon.com/gp/customer-reviews/RYLQ4ZTKUUWOG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 27, 2018","Allie Johnson","-","yes","Made and played by satan's biggest fans.","One star is too much to give to such a dispicable game where 'coat hanger abortions' are used as a joke. Truely evil and beyond discusting. I can't believe people play this.","1","-","-","https://www.amazon.com/gp/customer-reviews/RM6PK99NACP2E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 30, 2018","Kelly Mcateer","-","yes","No stars","Received an EMPTY BOX very upset","1","-","-","https://www.amazon.com/gp/customer-reviews/R2X2H4F9BMAN6O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 26, 2016","IA","-","yes","I'm a horrible person that can find funner games","I'm not a prude, I would enjoy a sick game like this but it gets redundant fast.  We played it twice with 2 different groups and it was already getting old.  I sold it for $10  I wouldnt spend $25 on it if I had it to do over again.  We like Balderdash much better and it has much more starting power.","1","-","-","https://www.amazon.com/gp/customer-reviews/R2E5V1Q81IO2Y3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 26, 2017","Kenneth B.","-","yes","One Star","Great concept. To vulgar for me","1","-","-","https://www.amazon.com/gp/customer-reviews/RE4F1UKPK1ERD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 22, 2017","Anthony J. Biller","-","yes","If you like crude porno and diarrhea humor","If you like crude porno and diarrhea humor, you'll love this game.  If not, don't buy.  It's popularity is a sad testament to our current state of affairs ...","1","-","-","https://www.amazon.com/gp/customer-reviews/R1EFP7HD884YM1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 23, 2017","ROGER","-","yes","Written for men and definitely no kids should be involved with this.","Should of read the reviews before buying.  Had hoped it would be fun for everyone but found it offensive and disgusting.  Do not understand why you could not make it funny and interesting without discussing rectal penetration, etc.  Very offensive to this old lady but the men love the game.","1","-","-","https://www.amazon.com/gp/customer-reviews/R72VMR9KDI0OQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 2, 2018","Jody Parrish","-","yes","Dumbest game ever","This was  a waist of my money,  worse game I've ever played! Had 6 people over and everyone hated it!!","1","-","-","https://www.amazon.com/gp/customer-reviews/R3BKKSWQJ0OTX5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 24, 2015","Ginger M Teeney","-","yes","One Star","Not for kids at all under the age of 21","1","-","-","https://www.amazon.com/gp/customer-reviews/R2SKHFH72DSLNM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2017","B. S. Weisswasser","-","yes","It is disgusting and we should ban this","There are anti semitic remarks in it. Target has recently taken this game off of its shelves. There is a jew pack. It is disgusting and we should ban this.","1","-","-","https://www.amazon.com/gp/customer-reviews/RTESS6L92MC0I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 22, 2018","Mary Ellen Rose","-","yes","Horrible game","Horrible game.  Part of our deteriorating culture.  And I have a rather dark twisted sense of humor but please don’t buy the products.","1","-","-","https://www.amazon.com/gp/customer-reviews/R16E65ORJRU98A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 23, 2017","Customer","-","yes","One Star","Had some pretty offensive cards","1","-","-","https://www.amazon.com/gp/customer-reviews/R2BM1Y8ZH4VNQ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 8, 2015","V. Case","-","yes","One Star","It is filthy. Had no idea or wouldn't have made the purchase.","1","-","-","https://www.amazon.com/gp/customer-reviews/R17DDAVXJQVO35/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 2, 2017","Ada Ruiz","-","yes","so not funny nor entertaining","what is the big deal????so not funny nor entertaining, complete waste of $25 😡","1","-","-","https://www.amazon.com/gp/customer-reviews/RTP89BLH1YBTL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 26, 2018","pastor rich","-","yes","Stay Away from this so-called game","Be careful, many cards are too vulgar for our group. Ok, so we're older conservative folks. In order to try the game we removed over half the answer cards, it then turned out ok, but not worth the time or eco ensue.","1","-","-","https://www.amazon.com/gp/customer-reviews/R2SI9J9JO31N1Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 25, 2018","D. B. Starge","-","yes","Not a game.","I’m not easily offended. I’m just a proponent of games that are actually good. This is an activity that may make the simple minded laugh. Go buy an actual game instead of this absolute lack of sophistication.","1","-","-","https://www.amazon.com/gp/customer-reviews/R19U72RCP5RMWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 21, 2015","Alicia S.","-","yes","One Star","These cards came bent and cut up","1","-","-","https://www.amazon.com/gp/customer-reviews/RHOKAEM37SUX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 4, 2018","Amazon Customer","-","yes","A stupid, worthless game","This is the dumbest and the least entertaining game I've ever played. Yuk!","1","-","-","https://www.amazon.com/gp/customer-reviews/RQEKBNXYOUDFL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 22, 2016","Chelsea J. Thomas","-","yes","Horrible Quality.","The game is a lot of fun but the cards came smudged and had duplicate text on them. It looks like they were printed and packaged too soon. Most of the cards are defective. Very very disappointed.....","1","https://images-na.ssl-images-amazon.com/images/I/61KnDhAiavL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R3VKVSYVHBSMT7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 31, 2015","Elizabeth Lucero","-","yes","... got this game because I heard a lot of great things about it but I wasn't too impressed","I got this game because I heard a lot of great things about it but I wasn't too impressed. Maybe my expectations were too high. Now it's just collecting dust.","1","-","-","https://www.amazon.com/gp/customer-reviews/RE4CNSHE240BA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 11, 2016","Amazon Customer","-","yes","Not very fun when you have two of the same cards in ...","Too many duplicayes! Not very fun when you have two of the same cards in your hand. Not much of an expansion if I already have a bunch of the cards.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1DYI8AAZF2LA3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 31, 2015","ShepherdWay","-","yes","Not for our friends","First of all, this game is intended for adults. Secondly, this game involves a zero IQ with incessant sexual content that becomes lackluster within minutes. To be open minded, I shared the cards with about a dozen people (between 24-65) and censed their opinion. To my surprise, no one found it interesting. We enjoy games but this one is simply too strange.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1NP6S7AMOZ3S5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 2, 2016","Lisi","-","yes","Nope-Nope-Nope","This wasn't as spectacular as reviews made it seem. We played this with 30 yr olds, 20 yr olds and 18 & 19 year olds. Sure, you may get the occasional funny lines/combinations, but it wasn't continuous. We aren't serious people, we joke around, have fun, we all have a sense of humor and some of us have a dark sense of humor but this game isn't worth the hype. Unless you're drinking or, on some drug, this game is not a 'non-stop full of laughs' nights. You must be on that 'everything is so funny' mood to find this game hilarious.","1","-","-","https://www.amazon.com/gp/customer-reviews/R17OQ0XIKR8X4W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 14, 2019","Ella ","-","yes","No good","Not good","1","-","-","https://www.amazon.com/gp/customer-reviews/R3F84L4UELZ1X0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 4, 2018","James A. Maslowski","-","yes","I bought into the pre-hype.","I lost interest after new details came out.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3USVV5GS21C01/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 8, 2018","Skye","-","-","One Star","Some of the cards were printed hazy and others almost blank. Had to throw them away.","1","-","-","https://www.amazon.com/gp/customer-reviews/R13R6WG7HMB9I6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 11, 2018","greenerk","-","yes","The ultimate definition of "SALACIOUSNESS"","In my opinion, the apparent popularity of this game is an indication as to how low the moral standards of appropriate humor has become in America (for some).  I witnessed the game being played one night, and as a 67 yr. old retiree, I was shamed by the compromise of nominal Christians & non laughing at having to choose between 2-6 salacious alternatives. I actually couldn't distinguish Believers from non. Our relatives actually fought & gave their lives for this nation so that others could dredged down entertainment to such depravity?  Could a child ever be present during such a game while his/her parent indulge in such indecency?  I think not. Isn't this a game any decent parent would want to protect your child from. THINK ABOUT IT!","1","-","-","https://www.amazon.com/gp/customer-reviews/REXZEJW1U39SI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 24, 2018","Jennipher Sydenstricker","-","yes","Unhappy with damage","My box came damaged","1","https://images-na.ssl-images-amazon.com/images/I/71EDd8EoeJL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R2WFN26Z0S3X53/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 12, 2019","Judy","-","-","Package was empty !","This item wasn’t in the package! Package was empty !","1","-","-","https://www.amazon.com/gp/customer-reviews/RL666J7UQRDXJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 11, 2018","Cassandra","-","yes","Damaged box!","Love the game... box came in damaged and bent up...","1","-","-","https://www.amazon.com/gp/customer-reviews/R2UET162OG6STH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 16, 2017","Aly Daher","-","yes","Mold?!","The game itself is awesome. But when it arrived the card box was sticky and when I opened it, it had mold growing it!","1","https://images-na.ssl-images-amazon.com/images/I/610iOS4+MFL._SY88.jpg https://images-na.ssl-images-amazon.com/images/I/618fadH3iTL._SY88.jpg https://images-na.ssl-images-amazon.com/images/I/61NRgS2d2mL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R38ZZG6MCNCMCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 16, 2018","Heather","-","yes","I received a salt and pepper shaker instead of the ...","I received a salt and pepper shaker instead of the game. I don’t know how that happened. Lol. I thought it was a joke package at first but sure enough, it was an empty salt and pepper grinder.","1","-","-","https://www.amazon.com/gp/customer-reviews/R176YVB55OUG63/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 4, 2017","Janet M. Szymanski","-","yes","One Star","Can't really leave a product review since my bag was empty! No game was included.","1","-","-","https://www.amazon.com/gp/customer-reviews/R16T7HJ40P6KID/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 30, 2015","Piquant Delight","-","yes","Not fun or funny!","I guess you have to have a particular sense of humor that none of my friends, nor I posses.  This game was boring and a struggle to find humor. I am the first to enjoy a good raunchy joke, but most of the player cards were just stupid and/or disgusting.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1FR0C1UAR6GSF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 1, 2018","Bryson","-","yes","One Star","Junk game.","1","-","-","https://www.amazon.com/gp/customer-reviews/R13Y5OUB6UEFRR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 25, 2015","Naomi English","-","yes","Horrible. I could not imagine playing this with anyone","Horrible.  I could not imagine playing this with anyone.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3667Y2M69XN8T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2017","NM gal","-","yes","Inappropriate and rude","I thought I would be able to play this with my granddaughters. No way. The cards are rude and crass and inappropriate. Not funny to me at all. Must be for 20something age group.  I wouldn't play this if you paid me.","1","-","-","https://www.amazon.com/gp/customer-reviews/R2RZPMJSIRIGWF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 29, 2018","Jenny Bradford","-","yes","This game is for a very mature group, who doesn’t mind being vulgar or just having a down  rightf  dirty minded,","My grandson ask for this game for Christmas for the family to play together. When we started playing, it was okay, then the most vulgar cards started appearing, that’s when I started picking up the cards and putting back in the box. I was so humiliated. I told my grandson that I was sorry, but being a Christian, I told him that, I didn’t think the game was appropriate for a 17 year old. I told him that I would get him farkel, which I had played before, he understood, and now Im buying him  farkel.","1","-","-","https://www.amazon.com/gp/customer-reviews/R24P95RLD1NCJB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 18, 2015","Pearltrader","-","yes","Snarky","Just a little too snarky for me.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3FAD9L3YJDNSJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
