"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"April 3, 2016","CDR","-","yes","Finally a fun & easy Adult game!","Cards Against Humanity is a great Adult game that is sure to give you and those you play with alot of laughs! This game has been great for smaller or bigger get togethers and we have really had alot of fun with this game.. I also love how they have expansion packs as well.. The game is very easy to learn and play and you can choose to play as long as you would like or have time for. This is a game thats dirty and raunchy and they are right can be awkward yet hilarious. This is not a game for those who cant let their hair down and have a good time..  But for those of us who can this is totally worth it and provides hours of entertainment and laughter! There isnt many peices.. just white and black cards.. One person reads the black card which is a question, and the rest of the players simply choose one their white cards in their hands that may fit what the black card read. Overall Great game, give it a try or gift as a gift!!!!","5","-","-","https://www.amazon.com/gp/customer-reviews/R214Z6DO8URG7O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 5, 2015","Jo","-","yes","Gut-clenching Fun.","This is, hands down, one of the best games I've ever played. I'm not just talkin' about card games, either. I mean all games.Every couple of months when I have one of my house parties, Cards Against Humanity is pulled off the shelf and played. My guests end up with stomach cramps by the time they leave, from all of the side-splitting laughter that goes on during the game. But the momentary pain is worth it. Plus, gut-busting laughter is a great way to burn off some calories from all those PBRs and microbrews we were drinking.If you don't care about having a nice display box or the beautiful glossy thick official cards, the guys who made C.A.H. give you the option to print out a free copy from their website. I did that initially, out of impatience and anticipation. The card stock self-printed version works, but I eventually upgraded to the official set. I felt better giving some money back to the geniuses who invented this game anyway. It's well worth the price. I've even brought it to friends' parties and never failed to have at least a couple people convinced to buy their own copy by the time the night was done and we all turned into fat gluttonous pumpkins.The game is perfect with around five to nine people playing. Anything less than that just won't offer as many funny scenarios. Anything more than that and each round becomes more tedious for the main card holder. But still, it works with a larger or smaller number than my suggestion.Plus, there are now extensions available for the game! Woot!A word of advice: this game is incredibly un-politically correct. It is definitely not for the squeamish of character, weak of heart, or those who don't have a stomach for profanity or hedonism. You have to have an open-minded sense of humor to use this game to its fullest capabilities. And if you do, you're going to love it.","5","-","-","https://www.amazon.com/gp/customer-reviews/RF32TS3GCARZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 15, 2016","Ali Cheming","-","yes","Unlike any game I've ever had (1 year later)","Overall one of the best games I've had. I'm a college student and it's super fun to have in the dorms. Met a lot of new people freshman year because I owned this and people would come over with their friends to borrow it. I also recommend playing this in pairs so two people are on a team and they choose a card to put forth. Found this to be much more fun.APPROPRIATE AGE + GIFTING:This game has a lot of terms that would be inappropriate for children or preteens (depending on the teen). I would generally recommend this for people 16+. Wouldn't really recommend parents to get this for their kids for Christmas or something since it is inappropriate and may be weird if it was from a parent/relative. Definitely a terrific gift to give a friend or yourself!STILL FUN AFTER A YEAR:I really liked Apples to Apples, which is why I got this. I tried playing Apples to Apples again after having this for a year and it's not even fun anymore compared to this haha. I will say that I've played this multiple times and it continues to be fun, but novel cards are the most interesting. Cards against Humanity offers expansion packs for a reasonable price so those that play a lot can continue to get new cards. I haven't bought any of these yet and still find the game to be fun. It really depends on who you play with!","5","-","-","https://www.amazon.com/gp/customer-reviews/RJKZL5SQ6C28F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 14, 2018","Kylee S.","-","yes","I Love This Game!","This game is by far the best I have ever played. It's definitely a party game, for gatherings big and small. I must warn you-- it is not PG-13 and not good for the weak-at-heart. Would NOT let younger ones play it, despite how much they will beg, protest, plead, and try to convince you that they are mature enough to handle it! But, once you really get into it, you'll all have a big laugh at the end! I bought this for my dad for his birthday, and it never fails that we play it for every social gathering that they come across! It's great to play as is, or you can even purchase Expansion Packs for those who are really into it. Love it.","5","-","-","https://www.amazon.com/gp/customer-reviews/R2JKYXFKWCM3EQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 21, 2016","Christina","-","yes","Adult Apples to Apples - HYSTERICAL","If you're going to have friends over for dinner, play this game.  It is a guaranteed game changer on how the night is going to go.*NOT APPROPRIATE FOR KIDS* We love to have people over for dinner and parties and this game always ends up coming out.  It brings everyone around, interacting with one another and always brings a lot of laughs.I guess you could compare this with Apples to Apples for adults... I think this more falls on the lines of 'Jackass'.I have had the 'wonderful' opportunity to play this three times with my parents, and twice with my father in law. I don't know what it is but I always end up pulling the card, 'what are my parents hiding for me.' Seriously, NO I don't want to play that card.  My parents end up throwing the best, but most inappropriate cards down.  It ends up making my dad laugh so hard his whole body turns red and cries. That in itself people is why we play this game.  There not much else that can make adults laugh and have so much fun over dinner.*Disclaimer: If you do not like to have fun, don't buy this - it is not for you. JUST KIDDING, its hysterical.  We have purchased all the expansion packs and are waiting for more to come out.'","5","-","-","https://www.amazon.com/gp/customer-reviews/RSWZNP2ND8YEB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 14, 2018","Ryan C Woolery","-","yes","Are you an adult? Do you love to laugh with your friends? Then just buy this.","The best party game for adults.... ever.......If you have ever played the much tamer Apples to Apples, you already know what to expect. People get cards with outlandish actions, people, or things and use them to fill in the blanks on otherwise innocent questions to produce some very nc17 results.And that's pretty much it.Competition never gets too high. Infact, some games, you will probably find yourself hoping no one wins because you just want the laughs to keep coming.The laughs come frequent and fast, and it's got a ton of expansions to keep the game from feeling old.","5","-","-","https://www.amazon.com/gp/customer-reviews/R2TRWSR3BWYHHU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 12, 2015","redstarr","-","yes","Super fun adult party game","Hilarious.  Bought this for a cocktail party with a few friends at my house. It was a blast!  We're all excited about playing again.  This game is definitely raunchy and edgy and irreverent and deliberately not at all P.C. .  It is most definitely for an all adult audience.  And it's not for the easily offended or those who are uncomfortable with being naughty or offensive or those who are going to take things too seriously.  Lots and lots of jokes that involve sex, bodily functions, race, religion, politics, etc.  While I think it's probably most fun for a smarter crowd to play (it leads to some really witty answers that way and less cards that people don't know what they mean), it's also easy enough as far as the game play goes that I think just about anyone could get the hang of it right off and have a good time playing.  It's simple enough,too, as far as the rules and format go, that you can totally play it when you've had a few drinks,too.  Even our guest who'd hit the bar the hardest was still totally a functioning player through the whole evening.  Yeah, he won less questions when he was wasted than earlier in the evening, but still wasn't so bad at it that it was distracting to the rest of us or took away from the pace or quality of the game.  We played with about 6-8 people and I feel like that was about the right amount.  You want lots of answers to pick from, but if you've got tons of people it might take too long.","5","-","-","https://www.amazon.com/gp/customer-reviews/R2X1MIN00YC53G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 22, 2018","Meg","-","-","Absolutely Worth Every Penny","It’s an amazing game, I just comes down to your own personal sense of humor, if you are easily offended, sensitive to certain topics, or don’t enjoy vulgarity, just don’t order the game. And especially do not order for kids and young teens. Honestly, you should probably know better.There’s many different cards and expansions to add to it, you just cannot get bored of it, ever. I’d recommend for people who love to laugh and definitely have a dark sense of humor. Many cards are really inappropriate with sexual connotations, but that’s just part of the game, you can choose to play them or not.You can expand on this beyond belief, because the company continues to come up with new expansions.And the cards are easy to clean and pretty hard to damage with liquid.","5","-","-","https://www.amazon.com/gp/customer-reviews/R37UIH4XRXG1DI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 6, 2015","honest Francine because negative Nancy was a bad name","-","yes","No grandma!","I typically don't review things but this is important. I bought this game, I've played it many times before, in order to play it with my family. We played it a couple ours ago and now half of my family is ignoring me and the other half is cracking inappropriate jokes causing my dad to yell at me for being the cause of it. If you want your family to stay a family, don't pay this game. My 76 year old grandma just said 'do you know why I have flowers on my underwear?' My 13 year old nephew said 'no, why?' She replied with 'It's in memories of all the heads I've buried down there.' MY 76 YEAR OLD GRANDMA!","5","-","-","https://www.amazon.com/gp/customer-reviews/R1IF94GMMPUF22/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 3, 2015","P. Servidio","-","yes","It's always helpful to get the ice broken with a game like this, which is why the rules of the ...","Want to cure those doldrums at family get-togethers? Well, wait no more, folks, because Cards Against Humanity is here, and all I can say is WOW.The first time I played this game, I had no idea about its inappropriate nature. I'm no prude, but I was wondering if I was going to be safe if I brought it to our Christmas Eve traditional family gathering. We played the game previously with my daughter and her boyfriend, and I was on the floor, laughing at some of the responses.Christmas Eve was hilarious, to say the least. It's always helpful to get the ice broken with a game like this, which is why the rules of the game are so incredibly brilliant. 'The last one who pooped is the one who gets to ask the first question' had me literally crying, I was laughing so hard. Imagine my mother, who goes to church every week and waters the plants at the church and won't say more than 'darn' reading the cards aloud. Priceless.I brought the game to our friends' house for New Year's Eve. When I tell you that the game went from 'I hate this crap' to 'Hurry up, I want to hear the next question!', I knew we had a winner on our hands. My husband and I already knew the answers, so I went right out and purchased three expansion packs, so that we could be surprised by some of the white cards.Get the game, but if there are children present, wait until they go to bed before you break it out. If you're really shy, get your feet wet with 'Apples to Apples', but I was advised not to even waste my money, and to just buy this one. I'm so not sorry. I don't think you'll be, either, especially if you are a 'horrible person' like me, lol.","5","-","-","https://www.amazon.com/gp/customer-reviews/R109UF542Y08MJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 30, 2015","BTStarz","-","yes","Insanely Fun Game!","This game is extremely fun and a great party game! I bought the original set and the Extension Pack 1.The object of the game is for the 'player-in-charge', which rotates each round, to put down a card that often has a blank that needs to be filled in. Each player puts down a card that they feel best fills in the blank and answers the question, as well as what will appeal to the 'host's' personality the most. The host doesn't see who puts down what card. The host picks their favorite response, and the person who put down that card gets to collect the host's question card. The person who collects the most question cards wins.Many of these questions and answers are 'dirty', or not PC, so it is not a good idea to play with someone who is easily offended. The more players you have, the more fun the game is.This game is a study in character. You have to know something about each of the players' personalities and what types of responses would best appeal to them if you want the best shot at winning!","5","-","-","https://www.amazon.com/gp/customer-reviews/R2ULS960R5MJBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 4, 2015","StarlaC","-","yes","Politically Correct Folks Need Not Apply","DO NOT PLAY THIS GAME UNDER ANY CIRCUMSTANCES if the following apply to you:1. You are offended by profanity.2.  You are offended by vulgarity.3.  You are offended when people do not adhere to proper PC terminology.4. You are easily offended in any manner at all.5. You lack a sense of humour.This game will cause you to look at your friends and family in a whole new way.  This game has been played now at several family get-togethers (we're all over 25) and it's been both illuminating and disturbing.  There are cards that I felt horrified to have my mother read aloud.  There are cards I was even more horrified that my mother played.  There were cards I was horrified I even thought to play.  In short, this game is absolutely horrifying..,.in the best possible way. I can't remember the last time we laughed so much playing games.  Throw any kind of decorum out the window because this game will lower you to your most anti-PC self imaginable.  You will perpetually feel like a terrible person the whole time you're playing, but it will be worth it in good times and hilarity.","5","-","-","https://www.amazon.com/gp/customer-reviews/R4LCF1OZDHZ2B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 3, 2018","Jody D.","-","yes","One of the Most Fun Adult Games","As long as you are playing with people that you know that won't be offended by anything that may come up in the cards, this game is great.  There are several times during a game that you will laugh until you nearly cry.  The only negative is that some overly sensitive people may have some issues with statements on cards.  This is an adult only game.","5","-","-","https://www.amazon.com/gp/customer-reviews/R389FSG9BQ0AFC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 2, 2015","L. M. Szwec","-","yes","This is a fun game. Warning","This is a fun game. Warning, if you are easily embarrassed or conservative in any way, this game is not for you.Listening to you parents, siblings, friends, or other relatives say 'Panda Sex' or 'Doin' it in the butt' can be hilarious for some,but not so much for others. By the way, those are far from the worst things you will hear. I kept it nice here. Figure out which kind of person you are. If that seems like something you would want to hear, then buy the game. If you do not want to hear grandma or someone else say such things, then stick to Apples to Apples.We used to cross out and write our own Apples to Apples cards to make it more depraved. Then this game came out. Well that just made me sad, I could have been rich. Damn it! Well I am sure I am not the only one who did it, but don't have to do it anymore. Our friends at Cards Against Humanity LLC took care of it and continue to put out more and more, sicker and sicker cards for your gaming pleasure.","5","-","-","https://www.amazon.com/gp/customer-reviews/R1IEMKMZH4ZWNZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 16, 2014","David Lundy","-","yes","I'd like to say that I'm a nice person","First off, I'd like to say that I'm a nice person.  I try not to be prejudiced, mean, or otherwise demeaning to other people.  It's just how I roll.  That said, sometimes you just have to turn off the filter and let 'er rip.  Find a group of like-minded people who are willing to be raunchy, mean, nasty, and generally un-politically correct and play this game.  As long as 'what's said in the game, stays in the game', this game is fantastic.The premise is simple.  One person draws a black card with a question on it such as '____.  Kid tested, mother approved.'  Then, from a hand of 10 white cards, choose the 'best' answer to the question.  Your answers can be as benign as 'Peanut butter', 'thermonuclear war', or 'Rolando, Flatulist to the King' or non-PC such as 'Black People' or raunchy as 'Warm, velvety muppet sex' or even worse.This is where the game really shines.  The 'Best' answer is voted on by the person who read the question.  So if you play to your audience, you'll often 'win' the round.  The reader may not care for raunchy sexual innuendo, but may love ironic wordplay.  Or the person could be a flaming racist.  It's totally up to the reader what constitutes a 'winning' answer.  And while a lot of the cards are pretty horrible, there's many many many 'clean' answers that, when taken in the right context, are horrible in their own right.  And virtually every combination you come up with will be hysterical!This game is absolutely *not* for children, the closed-minded, or anyone who can't temporarily turn off their moral filter for a little while and just have fun.  If you enjoy just cutting loose with like-minded people and letting it all go crazy, then this is the game for you.  And, of course, a little alcohol goes a long way towards improving the quality of the play.  Make sure you get the expansions, too, as more is oh so much better.","5","-","-","https://www.amazon.com/gp/customer-reviews/R6TW53GIB58C4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 16, 2015","Lauren","-","yes","If you have a sense of humor and a few like-minded friends, you need this game!","This is a really fun, adult game!  We like to host regular game nights and sometimes they get pretty ugly (even dominoes gets nasty!) but Cards Against Humanity has become a crowd favorite because everyone has fun and no one is a target.  It's super fun, dirty, and we like to make up some of our own house rules, such as if the Card Czar has a great card, they can play it for the comedic value to the group, but can't award points to themselves and cards are allowed to be re-upped upon a group decision.The cards are hysterical and the directions are a riot.  If you have a sense of humor and a few like-minded friends, you need this game!","5","-","-","https://www.amazon.com/gp/customer-reviews/R3DR9MLY46E73E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 19, 2019","AMG de Wet","-","yes","A true classic","CAH is a classic game that everyone should appreciate.  As you've read, the game is to be enjoyed with a crowd that's open minded and can laugh at inappropriate subject matters.  I've purchased several of these sets for new home owners to help them create fun memories with friends in their new space - this game certainly provides ample material!","5","-","-","https://www.amazon.com/gp/customer-reviews/R32PK3GH9ZVHN5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
