"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"January 5, 2017","Rand C","-","yes","An upgrade is needed quickly","Funny game but many very boring cards.  The funny cards are great to use.  Many cards are used up very early in the game so anticipate an upgrade to another game  very quickly.  This is a fun game and our guests liked it a lot.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3J1ZFKNI40VW8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 20, 2019","McAlldp","-","-","Would buy Again...","Fun game! Need the right group, some of it could be offensive to some but we live it and have had great fun with this game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3EUDGM7EP6SNC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 27, 2013","blep","-","-","Really fun for a bit but lots of "dud" cards","This game is absolutely hilarious don't get me wrong. The replay value isn't has high as apples to apples though I think. There are some cards that are automatic wins just about every time they are played and there are others that are total duds and get stuck in your hand all game or you waste a turn by playing them and they never, ever win. I've played this game with several different groups of people and the winners and losers are nearly always the same so the game gets a bit predictable. I do recommend this as a must buy though for your next game night, but I can't quite rate it as 5 stars.","4","-","-","https://www.amazon.com/gp/customer-reviews/R7C4DPWEKDZXP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 30, 2014","Richard Walley","-","-","Great game for those with a sense of humor!","This game is really funny. We all had a good laugh while playing with friends. Who can come up with the most assanine response to the cards? I'm glad they have expansion packs though because we played through all the black cards with 4 people in about 2 hours. Still had a lot of white cards left but it's nice to be able to add more to the game in the future. This game is great for people who like to laugh at crude jokes and have a sense of humor. If you're skittish don't bother.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2ML76YJ1O2DFQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 3, 2013","E. M.","-","-","Fun, but it's too quickly over and done","This is an excellent party game for adults. Get your friends together for some uproarious laughter. While things can and  do get inappropriate, gross, and raunchy, that's something to be expected from this game, and occurs in an entertaining manner.The only nitpick is that this game would be better if it included as many cards as Apples to Apples does in its original box instead of forcing you to by expansion packs. When you have 6-8 people, this game, with just the original package, can be over very quickly.","4","-","-","https://www.amazon.com/gp/customer-reviews/R14T95SVC4RABI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 12, 2014","MsNick","-","-","Fun if played with the right people","This game bills itself as a party game for terrible people, we don't know many terrible people. Games tend to be short, the call to play a different games comes after a couple of rounds because people are uncomfortable with the questions & answers.I should have edited this review much earlier. Initially I played with a small group of 5. Next I played with a group of 15 to 20. IT WAS FUN!  The card czar was well versed in the rules. There were several first time players. Sometimes we threw all of our cards in because someone had an answer so awesome the table couldn't stop laughing or beat the answer. One first time player laughed and blushed so hard I thought she'd pass out. I don't play often but I have an AWESOME group of 'terrible'  people to play with now!","4","-","-","https://www.amazon.com/gp/customer-reviews/R2HBHJULA2JA1A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 29, 2016","Amos trout","-","-","Inspect your cards","It's the great card game that many people know and love. However, a good amount of the black cards are bent in really unusual ways, and they look horrendous. There's some of them where there are long white scratches on them. You can still play with them, but it just feels as though they need to improve their quality control.","4","-","-","https://www.amazon.com/gp/customer-reviews/R31S45WHX7WGPW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 17, 2017","Kindle Customer","-","-","Great fun when played with laughs in mind.","With the right group of adults (open minded fun loving friends) this game can be a hoot.  We've played it with a few different groups now (we took out a few of the especially nasty/offensive cards) and everyone laughed until they had tears in their eyes.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3PLUQEKFKM7FE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 18, 2015","heather","-","-","Fun","My husband bought this game for us and we were both excited to play it with our friends based on all the good reviews it has. Well it is fun but we were were a little disappointed because being in our thirties, it felt a little young for us, like the cards aren't really anything we haven't heard before, for the most part...our friends and us can be pretty twisted ha. Anyway to sum this up, our teenage sons played this game and thought it was the funniest thing ever, so yeah, I believe it is more for the teens and twenty something age group.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2EBUDWUGFBGN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 31, 2013","J.L.","-","-","Great game when on the road, large groups, parties!","Cards against humanity like what overs have mentioned is like Apples-to-apples. If you haven't played apples before, no worries the game is not difficult to learn and can quickly be taught to large groups of people. This is not a challenging game! You need at least 3 people to play, but what I enjoy about this game the most is that you can have as much people as you want to participate. The cards do not feel cheaply mad, they are like casino playing card quality. I would recommend this to anyone who wants an easy fun game that is sure to bring about lots of laughable moments.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1A77RGI5G1BWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 24, 2015","Keith","-","-","Pretty Ok","This game is a lot of fun the first handful of times you break it out. After that however the cards begin to lose their 'funny' as they have lost their shock value. Definitely for more mature audiences that are not completely out of touch with pop culture. Trying to explain what the cards means to people makes it less enjoyable, so please leave your grandma out of this one, she will not understand many of the cards meanings and that's just awkward.","4","-","-","https://www.amazon.com/gp/customer-reviews/R321OBVU5HG9ZE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 9, 2013","Nicole Machi","-","yes","funny but short-lived","This game is super funny with the right crown, but it definitely tries too hard. Many of the cards are ridiculous on their own- I prefer more unexpected humor. The best comparison I have is Apples to Apples- they only have a noun and adjective so you have to combine things and make them funny all while keeping the card chooser in mind. This game does that, but also gives a bunch of ridiculous cards that seem meant to 'guarantee' a funny answer, but it takes the creativity of the game away.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3N28M8ON9H0T9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 11, 2014","Eschoen","-","-","Fun but...","This game is horrible, but in a good way, that is however how it is supposed to be.  The game is fun but... once you play it once or twice with the same people theres no real need to play it again because you already know all of the cards; they do make expansion packs, but the game is already about $25 and for just some cards printed on paper seems rather pricey.  You can also print them out yourself for free on their website!  But I did not want to cut them out myself, for I am a perfectionist and I knew they would not end evenly cut.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2K2ER4AA7QBW9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 3, 2018","Elliott Farmer","-","-","Cards against humanity is a fun game when you want to laugh with your friends","Cards against humanity is a fun game when you want to laugh with your friends. It's simplicity means you teach people how to play in minutes. If you're not a fan of raunchy humor, this isn't the game for you.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1A8OIKXGP9X7A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 16, 2017","Breezy","-","-","Secret Santa/ White elephant gift","Somebody suggested I buy the game & said it was a blast. So I bought one &  gave it as a secret Santa gift, and the person that ended up with it hid it from everybody else they wanted to keep it so bad. so I'm guessing this is a pretty darn good game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1KNN7RZYZKFH0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 5, 2015","J.","-","yes","Great for teenagers","This is really age appropriate between 13 and 25. I have a good sense of humor, but alot of the cards were silly and not funny for adults who still laugh at non-PC stuff. Has the occasional hysterical card. Great for my 15 year old who loves it. I wouldn't play this with sophisticated friends. Very innovative. Hence 4 stars. I did not go thru all the sets, only the first one...","4","-","-","https://www.amazon.com/gp/customer-reviews/RN3155H1DPGPD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 11, 2015","Book Girl","-","-","I wanted to hate this game. But I don't","Yes, it's offensive; yes it makes me feel like a smug, hipster butthead; no I don't play regularly. But I've had a couple of excellent game nights with this game and I have to admit, it makes me laugh. Much of the shock value comes from the subject matter, but honestly a lot of the enjoyment comes from seeing who plays which cards, in which combinations. It's not an every day game, but from time to time it's a lot of fun. Buy it, use it with the right group, and have fun!","4","-","-","https://www.amazon.com/gp/customer-reviews/R20LTE3OO1WRKE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 1, 2019","Dan Evans","-","-","Fun Game","Was a gift, however I played it before and it's a fun game.  If you are shy or get offended easy, maybe find something else to do.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2RK4I4HBCE2KF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 18, 2014","d_hug","-","-","Great fun for the whole family","Great fun for the whole family....well maybe not the whole family.  Just those over 18....and probably not grandma either.  Seriously though, the first time we played this, we laughed for 2 hours straight.  It was the best ab workout i had ever had.My only complaint would be that there are some dumb cards mixed in that trying too hard to be funny (like most the cards with names of persons on them).  I will probably buy an expansion pack and remove a bunch of the lame cards.","4","-","-","https://www.amazon.com/gp/customer-reviews/RQIL6G7YA5IAM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 4, 2018","Melissa Fischbach","-","-","warning not to be played in polite company, extremely ...","warning not to be played in polite company, extremely rude and lewd, but makes for embarrassing and hilarious play! you will laugh until you cry usually in embarrassment over the card you have to play!","4","-","-","https://www.amazon.com/gp/customer-reviews/R1XJPF2VZ712YY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 30, 2018","The Empress","-","-","Crying with non PC laughter","I love this game....really fun to play with the right crowd....shorted it a star as I thought there should be more cards or the expansion pack should be cheaper and better detailed as to what it includes and what order to buy them in...may sound petty but spent way too long on Amazon trying to sort it out.","4","-","-","https://www.amazon.com/gp/customer-reviews/R35AZ0YGMOE3CP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 18, 2015","Asche Adair","-","yes","It's About Who You Play With","I imagine most people who purchase, or are considering purchasing, Cards Against Humanity already know what the game is all about.In some ways, Cards Against Humanty is an explicit version of Apples to Apples. However, rather than make comparisons, you either fill in the blank or answer a direct question with the cards available in your hand.The makers of this game have done a great job of creating a nice gameplay balance. And, even though the company offers a number of expansion packs, the base game is complete experience.While a certain amount of negativity and bigotry can come out during the gameplay, it's largely dependent on the players. The goal of the game seems more about poking fun at sterotypes, rather than perpetuating them. In fact, the makers of the game have been known to publicly apologize and remove certain cards from future versions for perpetuating negativity and hostlity toward specific groups.How you play and who you play with will really define your experience with this game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1QPKR88WK2MHU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 28, 2015","Montgomery Hill","-","-","Worth the Money","Cards Against Humanity was expensive, but for good reason: it's funny and could potentially ruin all the friends you've made because it is what it says on the box. Even I was insulted a couple of times with a few Asian references and was looked down when upon I pulled out one of the race cards. If you and your friends are the type that doesn't get insulted easily and won't make a big deal out of a degrading joke, this is essentially the PERFECT ice breaker for any event. Although, if you play with more than five people, all the cards will have been played within an hour, just trust me. I'm even purchasing getting one of the expansion packs. Keep in mind, however, that this game can be VERY inappropriate at times. That is all.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3S68CPQHKPSO2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 10, 2015","William J Hayes III","-","yes","Cards Against Humanity ALMOST Perfect","Basic premise of game, you draw 10 white cards and then someone reads a black card. There is one or more blanks on black card. Everyone besides the person playing the black card put a white card which is already filled out with a word or sentence and gives it face down to the person reading the black card. The person shuffles cards and then reads each one. The one they like the best wins and that person gets the black card. At the end of the game whoever has the most black cards wins.The only reason this game does not get 5 stars is due to the fact that some cards always win due to the shock factor. Some cards are so shocking they make the person pick them always. Some cards are throw away cards so lame that after a while you give out to people who never pick your card anyways. This game was actually recommended to me by Brian Schulmeister from the 'Grumpy Old Geeks' Podcast. He was discussing playing it so I had a basic concept of what to expect. If you are not expecting to be VERY shocked do NOT buy this game. If you find funny word pairings humorous this game is for you.Pay attention to the Over 17!!!! This is for real! Much cursing and vulgarity. It is my new favorite drinking game though, I cannot wait to get the expansions.","4","-","-","https://www.amazon.com/gp/customer-reviews/R225DIDSSM67S6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 11, 2019","Theodore","-","-","Great fun game to play","we have many game nights at our house. We play this game often. It is a big hit and we do like to play it. There was nothing wrong with the game when it arrived. It is exactly as described in the description. And if you run out of cards and they all start sounding the same you can buy the different colors.","4","-","-","https://www.amazon.com/gp/customer-reviews/R39S5JP75G3OPS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 4, 2015","Oxocopper","-","-","Definitely fun, OK replay value if you're creative about it","Love this game- the replay value is not the BEST of the games I own, but decent. I find myself becoming weirdly de-sensitized by the really 'kraaaazy' cards. At this point I prefer when people use the less intense cards creatively, as opposed to being lazy and solely relying on a crazy card (which can also be amazing in the right context of course). With the whole replaying concept - this all happens when you play a lot. It is definitely more fun with a large group of people (this is especially true if you have played a few times), and is really fun as an ice-breaker for people you don't know very well (and an easy way to weed out boring or annoyingly sensitive people). I'll continue to buy expansion packs :)","4","-","-","https://www.amazon.com/gp/customer-reviews/R1U3XFFYHQ903E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 10, 2013","D. Patton","-","-","Laugh til you cry","This game is as raunchy as advertised! If you can find humor in stealing cookies from an AIDS bake sale (one of the cards), then you will enjoy this game. If you find that highly offensive (and lots of people understandably will) then stick with apples to apples. It is definitely for a certain audience, and choose your company carefully! Once that is out of the way, get ready to laugh, and laugh and laugh and then cry. We have played this with many different groups, and it is outstanding fun.Repeats are rare as the combos are almost endless. We also got the first expansion, which is great and even raunchier! The randomness and variety is the best part, to see what your friends come up with Example: Q: what was Michael Jackson's dying thoughts? A: switching to Geico.  Unfortunately some of the answers only fit with a handful of cards, and I find the expansion helps with this.","4","-","-","https://www.amazon.com/gp/customer-reviews/R18KF5Z59PK4HD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 18, 2014","BeeDee","-","-","This game really is for horrible people. It is similar to Apples to Apples","This game really is for horrible people. It is similar to Apples to Apples, only twisted and terrible. It is a blast when played with a group of open-minded (possibly slightly tipsy) group of friends or family. However, this is not really a game you play with acquaintances or people who don't curse or tell inappropriate jokes. Being extremely liberal minded and not afraid of any topic, word, etc. even I was shocked at a couple of these cards.For the reviews complaining about this not being a kid-friendly game... Shame on you! If there is ever any doubt, be the parent and check things out before playing with your children. The box literally warns that this game is for horrible adults. That isn't a reason to down vote the game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2BKB9Z0BEHC68/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 4, 2014","V. McMullen","-","-","Rated M for Mature ... And that's the point","A fun, tawdry party game; there is a reason Cards Against Humanity is so popular. I leave it four stars only because it is maybe a little too vague in its packaging to warn off the faint of heart. I did my research ahead of time and was still a bit shocked (pleasantly) by some of the naughtier phrases. I was playing with my husband, dad, sister and brother, oh yeah and my MOM! and once or twice avoided using certain cards in my hand because I just didn't want to be that gross. However, it was for the most part hilarious playing this game for the first time with a bunch of other first timers. None of us knew quite what to expect and hearing my dad read off some of cards is a priceless memory I'll treasure forever.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3K6UH0ST4POPT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 17, 2015","Miss Mess","-","-","learn just how horrible your friends truly are...","This game is fun, especially if you are partaking of adult beverages and in the company of not so-grown-up grownups who have a [demented] sense of humor. The cards are easy to wipe off if you happen to spill something on them (or laugh so hard [or gasp and choke at the horrible wrongness] that you explode on them).The downside for me is that the cards are all so unique that after a few times playing you start getting that deja vu feeling... which is why they have so many expansion packs. So for me this is a once in a while party game, not a weekly play sort of thing.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2ZC4OON36A186/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 10, 2014","Greek Monkey","-","-","Always a go-to party game","Odds are, you already know what the game is and how it's played--so I won't beat the horse with that info.What you may want to know, though, is whether or not it's a good choice for you.Well, if your friends have a 'slightly off' sense of humor, I say go for it.Dirty, crass, and frequently inappropriate, it's a great game for stirring up a room and making people groan.  It also scales indefinitely, so it's a must-have when you don't know how many people may be showing up for the party.There are also enough cards that you can play it repeatedly without feeling like all the jokes have been done.","4","-","-","https://www.amazon.com/gp/customer-reviews/R39PL72C9QDWKS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 14, 2015","Nikki_856","-","-","Don't buy this for your grandma!","I bought this game as a gift originally for my grandma because I had heard it was hilarious and she had a really good sense of humor, but the front said 'a game for horrible people' so I was curious and opened it. I am so glad I never gave it to her. This game it's straight up raunchy and awful. That being said I found it hilarious and an absolute hysterical time. My siblings and I played until the wee hours of the morning -that's saying a lot considering we both have young kids. Speaking of kids I would not play this around any kids because it's littered with swear words and racial/gender/ politically incorrect jokes. If you are really offended do not get this game, otherwise I would 100% recommend.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1XYGXVME7SE6J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 2, 2018","lindsey","-","-","Great game","This is a fun game that everyone should own. The cards got here in a timely manor. Only reason for four stars instead of five is the box the cards are meant to be stored in already has a rip or crack in it see attached picture. This doesn’t affect the cards at all but if I buy something as new it makes me sad to see wear and tear before I even open it.","4","https://images-na.ssl-images-amazon.com/images/I/61OB93JyEHL._SY88.jpg","-","https://www.amazon.com/gp/customer-reviews/R1CJ2ESH5IFH0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 26, 2015","Tristan","-","-","Great party game, but requires expansions","I find this to be a very fun party game, BUT as most low rating reviews say 'it can get stale', which is true since I played it for the first time with four other people, got through all the cards, and hurt my sides laughing too much. The next day I tried playing again with the same people and it just was not as funny. I tried again with different people months later and got to the point of pain in my stomach again from how funny it is.My recommendation is to get the core set with as many expansions as you can get since the main set has repeated cards and not enough content. Also, play with many other people and space out the time in between for when you play the game so old jokes can become funny again and you forget all the responses to certain black cards.","4","-","-","https://www.amazon.com/gp/customer-reviews/R10D5HYKVPLFUO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 20, 2014","pearland","-","-","Some cards were thinner than others","Upon looking at the set laying on its side in the box I could tell that some cards were made from a different batch since they weren't as white. Some cards were flimsy and thin, you could see the card stock the print is on. It was kind of annoying. I was expecting a good quality set of cards. It's easy to tell when you hold them side by side which ones are good quality cards. The thin cards obviously show the card stock they are on its not as bright white and sturdy.I'm not too sure if the expansion packs were the same, because we mixed them with the rest, but the main set definitely was a mix of good and thing cards.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3MNK84FQKL9FD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
