"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"November 13, 2018","Augusta Writers","-","-","Fun Game","Need some new deck cards. These cards are a bit too white. They need a hood version of these cards.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2UKU22NL8TIYD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 27, 2015","mrnd23","-","yes","Not very funny","great concept. the few times we tried it though we didnt get too many funny situations. maybe was just bad luck. we feel we have pretty twisted sense of humor but didnt really find this funny. not revolting or offending either. just didnt find the combos we came across during game play as funny.","3","-","-","https://www.amazon.com/gp/customer-reviews/R5WUSA3J6DXTM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 11, 2019","John M. Angst","-","-","Mature friends only","The physical game cards quality is just fine.  Some of the statements go a little far over the line of decency.  If played with good friends who are mature in their thinking and not easily offended it is OK.","3","-","-","https://www.amazon.com/gp/customer-reviews/R288F8SMT83A5S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 2, 2014","Thomas J Knorr","-","yes","It was fun. But it lost it's edge after going through ...","It was fun. But it lost it's edge after going through the deck several times. Yes, I could add additional decks but I'm old fashioned and prefer games with more skill with a bit of luck thrown in.","3","-","-","https://www.amazon.com/gp/customer-reviews/R5PANCG53U5GZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2016","Toni Kaltenbaugh","-","yes","Maybe 20 or so that aren't funny. They are rather gruesome","There are some cards in this version that I will be removing.  Maybe 20 or so that aren't funny. They are rather gruesome, actually.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2PFGZAIK4JQDG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 30, 2015","Katelynn C.","-","yes","Love it, but....","I LOVE this game, however my copy that I purchased wasn't in great condition. Some of the cards printed funny so some of the black stuff comes off. Didn't feel like dealing with a return though so we are just sucking it up!","3","-","-","https://www.amazon.com/gp/customer-reviews/R16HIQOIABDAJP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 23, 2014","shopaholic_lady","-","yes","okay...","funny at times but sometimes it doesn't make sense, like senseless! no matter how hard you want to think it can be funny, it isn't. in other words, somes cards don't go together. Don't get me wrong, it is fun but I hate those moments when you get cards that don't make sense and it's doesn't go together. would i recommend it, yeah. would I buy it again, maybe.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3PEPHH7FT9QEH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 31, 2014","Mike","-","yes","Fun and funny, but gets repetative quickly","Fun/funny game but after just a few hours of playing, it gets repetitive as you use up the cards quickly and then the questions start to repeat.  And new card packs are relatively expensive for the number of cards you get.  Got bored with it quicker than we thought.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2L9D768E65QGE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 17, 2017","NovP","-","yes","Not sure what all the fuss is about?","It was OK...I have to admit, I'm not sure what all the fuss is about...however, I realize that I'm definitely the odd man out when it comes to this game!","3","-","-","https://www.amazon.com/gp/customer-reviews/R3D7MAQ3U5EONF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 28, 2015","Wade","-","yes","The first time is the best time, but every time after that it tapers ...","Got this knowing it was going to be hilarious. But little did I know it runs out of its charm really quick. The first time is the best time, but every time after that it tapers off quick once you've gone through all the cards. I have a couple expansions and that helped but its a game i can only play a couple times a year.","3","-","-","https://www.amazon.com/gp/customer-reviews/R39LLPTWZK22LR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 3, 2017","William I. Griffith","-","yes","Fun for the right age group","I bought this because of its popularity.  It is more oriented to the 18-35 yr old crowd.  Gave ours to some younger folks.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1WNHY9A8QYVJY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 2, 2018","L K","-","yes","So much fun!","Not a game you can play with everyone. It is pretty vulgar. I wish you didn’t have to keep buying more sets of cards. But honestly it would get boring after doing the same ones over and over. Just a lot to buy and keep up with.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3JAFN1OBK4AB1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 12, 2016","Amazon Customer","-","yes","Very fun game, but it can also get old fairly ...","Very fun game, but it can also get old fairly quick after a few games. Also, a lot of the answers are pretty tame compared to what I expected. I find that a lot of the 'rip-off' versions of this are actually way better! Guards Against Insanity, The Game without decency, and even the Evil Apples app are definitely better.","3","-","-","https://www.amazon.com/gp/customer-reviews/RIRLMS6Q3MNZM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 5, 2017","Amazon_Customer","-","yes","Not great after a while","Funny. After a game or two though you already know the options and it isn't as funny.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3BAJ682A74XHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 29, 2015","Jerry L.","-","yes","Decent adult game, but less amusing after a few games","Don't get me wrong, I enjoy playing this game.  The instructions are pretty easy and some of the card combinations can be hilarious at times.The problem for me is that, just like any game with a finite amount of cards, you eventually see every combination and it's just not as funny the 2nd time as the 1st time.  My friends, who do not own the game, enjoy playing it, but as the host, I've seen all of the cards multiple times.I recommend the game, just don't play every weekend or you will get bored with it.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2ENIE1KI1AZG1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 19, 2018","southern_boy","-","-","Good for getting folks to the table","A silly and sometimes vulgar game of agreement.Good for getting nongamers into the world of modern boardgaming... and for placing in a distant corner of the cookout where folks who *only* enjoy such games can easily be self-relegated.  Everybody wins!","3","-","-","https://www.amazon.com/gp/customer-reviews/R3P19X8DSVR7ZB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 1, 2014","R. Smith","-","yes","Adult Apples to Apples","Cards Against Humanity is essentially an adult (very adult) version of Apples to Apples. I didn’t realize quite how adult the game is was when I purchased it and did so with the intention of playing it with my rather wordly neice and nephew. Fortunately, I looked through the cards when I received them and realized that there were just too many concepts mentioned that I did not want to explain. That being said, this would probably be fun played by a group of adult friends, especially if beer is involved.","3","-","-","https://www.amazon.com/gp/customer-reviews/R265YK5UA70O9U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 26, 2017","JSELL","-","yes","You have to have the right mix of people to live up to the greatest potential this game has","I am an avid board gamer and i bought it thinking I was going to have a blast but it didn't turn out that way. You have to have the right mix of people to live up to the greatest potential this game has. some of the cards are absolutely hilarious and other are very bland. overall it is a good game but I rarely play it because people get tired of it quick unless they are drinking of course.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3977HJE8WS0DX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 31, 2019","Lincoln Stoel","-","-","Good the first few times","I bought this game after enjoying it quite a bit the few times I had played with others, but the novelty quickly wears off. I can count on one hand the number of times I've busted this out since I bought it.","3","-","-","https://www.amazon.com/gp/customer-reviews/R26EAAABTQ6934/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 19, 2014","KJK SLC","-","yes","A funny game, but with limited gameplay","CAH is super fun, when you have a group of people with an odd sense of humor and are willing to get a bit naughty.The real problem is that one runs out of question cards too quickly.  I've only played three times, and we've more than cycled through all the question cards.Considering the game's price, the fact that you can only get through the game twice without repeating cards is offputting.  And the expansion packs aren't cheap either.Maybe I'm just saying 'Give me more!' or maybe I'm just a cheapskate.  Just beware.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2HD1L2O0I1UQ4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 7, 2015","Caitlin","-","yes","significantly LESS fun. I thought","I bought this game way back in the day when EVERYONE was talking about it. Played it with my two brothers and had a blast. Played it again with my friends... significantly LESS fun. I thought, eh, maybe it depends on who you play with. Played it again with my brothers. Even less fun... so I bought an expansion.I took the game to a party, expansion and all. I didn't laugh (genuinely) once. I'm not a buzzkill, so I pretended to enjoy the game for the sake of the first-timers... but honestly... this game is a 'one-and-done' type deal.Don't bother buying your own copy if you have a friend who has it. Definitely NOT worth the money.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2ASXYKB21VMCW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 28, 2018","Christine Carrier","-","-","What she wanted","Christmas gift","3","-","-","https://www.amazon.com/gp/customer-reviews/R3HKJLTXDUKQ8Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2015","shellmrtn","-","-","Gets old fast.","This game gets old really fast.  First time was fun but we were tired of it after the third game.  Most of the time cards don't make any sense and only go for the shock factor, which after a time or two isn't shocking any more.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1H0T09X5LB11A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 25, 2015","Joel Nelson","-","yes","Fairly quickly into the game all the good cards are used up and you are left with ...","Fairly quickly into the game all the good cards are used up and you are left with just a bunch of names ... several times in the game we all decided to swap out our whole hand ... I can see how the more you play the game the less enjoyable it will get.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1K7O2JVVUBJQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 26, 2018","Amazon Customer","-","-","Fun for few times.","We've played this game 3 times and it's already getting boring, think I paid too much for what you get.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3DVECCUOAS470/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 7, 2015","Pamela P.","-","yes","A little to raunchy","It's fun and fresh. .. But a little to dirty and inappropriate!  If this didn't have so many swear words and immoral acts. ..i think it would be an amazing game!  They need to come out with a rated R version..... the current versions are MA!","3","-","-","https://www.amazon.com/gp/customer-reviews/R23IG5YU7OWZW9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 15, 2016","geovana","-","yes","Its a great game. I always enjoy it but my only ...","Its a great game. I always enjoy it but my only problem was that one card was slightly damaged. They all seemed slightly bent but not a problem its just that one card.","3","-","-","https://www.amazon.com/gp/customer-reviews/RNK9NKNC662AD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 2, 2018","Lenore4","-","-","Not for me","not a game for metoo raunchy","3","-","-","https://www.amazon.com/gp/customer-reviews/R2WY59U5CT6H7I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 13, 2014","nommysushi","-","yes","It's fun to play with a big group but as others ...","It's fun to play with a big group but as others have stated if it's just two people the game gets old quick. There aren't enough cards to go through without it repeating itself. Too much work to buy expansion sets.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2WE9UTVRLU7BW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 18, 2014","S. Harrison","-","yes","Funny the first time.","It's funny as hell,  had us crying with laughter,  but once you've gone through all the cards,  it's less funny.  It's like,  you've switched the joke but the punch line is the same.  I guess that's why there are extension packs.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1159L5BZZYZH8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 26, 2017","Be Here Now","-","-","Fine, pretty boring, but fine","I confused them for something else.. I tried playing them a few times.. Not exciting or that fun.. Took a lot of alcohol for it to be even slightly entertaining.But that's not the companies fault nor the sellers.","3","-","-","https://www.amazon.com/gp/customer-reviews/R12O0NOJMAOETQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 31, 2017","SpiritualGangster","-","yes","EHH","Funny game but it gets kind of boring after the second round.","3","-","-","https://www.amazon.com/gp/customer-reviews/RS020R74VFM2N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 19, 2015","fanight","-","yes","Entertaining for a few hours","It's ok, but I don't think I'd just break it out at any old party.  We took it camping and had some laughs, but after a while you get tired or being the worst possible version of yourself.  It's more of a novelty than something you'll reach for over and over again.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1T8V4Y9P539SI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 16, 2017","Michelle","-","-","Just throw some of the cards away.","Fun game, especially with drinks & good friends, but while many of the cards were good raunchy fun, some were downright disturbing. We actually had to throw some of the cards out.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3EXV9PJCMKRF6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 10, 2015","JM","-","yes","Dirty cards, anyone?","In case you don't already know, some of these cards are VERY explicit & dirty. I had to pull out the 'bad ones' so we could play them in mixed company. The questions are hilarious, like an adult (VERY adult) apples to apples.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1SS4VG7IZ3G67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 6, 2014","etnpnys","-","yes","Not for everybody!","First off, this game sounds fun. But I feel like it's highly misrepresented in the product description. Questions like 'What was the reason for the population boom' are fine, but it gets inappropriate in certain settings with questions like 'During sex, I like to think about...'It's just not for everybody.","3","-","-","https://www.amazon.com/gp/customer-reviews/RB9AHCXBG4OGL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 9, 2014","LuckyGrrl","-","yes","Fine . . .  if you're in to Poop","Everyone was talking about how much fun this game is.  There is a lot of poop humor, if that's your thing - you'll love this.  If not, well, maybe not so much.  It's OK - personally I'd rather play Mexican Train.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3AWTZQCZPXZMY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 23, 2014","Marniek725","-","-","This photo truly misleading especially coupled with the description of ...","This photo truly misleading especially coupled with the description of 'starter kit'. Having played this game with friends (and given the price) I thought there was going to be 2 boxes. That's not the case, it's one box with 500 cards. I guess the set I saw was two boxes together.","3","-","-","https://www.amazon.com/gp/customer-reviews/RAC3GOTSYQJFU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 17, 2013","Kenneth D. Ladage","-","yes","Good Idea... not enough cards","This is an Apples-to-Apples like card game. Only for people who like gutter humor and love to slam FOX News. Its only flaw is that, despite three official expansions and a small Christmas release, it does not have enough cards. By far. It needs a lot more. Until it can stand toe-to-toe with Apples-to-Apples in card count, this game will remain a 3-star Also-Ran.","3","-","-","https://www.amazon.com/gp/customer-reviews/RLC6U39UMMG25/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 15, 2018","Barney Buckley","-","-","Can't Go Wrong!!!","These are the perfect game for adults!","3","-","-","https://www.amazon.com/gp/customer-reviews/RK47J4A0VID4R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 27, 2015","Grace Gregson","-","yes","This game is fun, if you feel comfortable discussing explicit things in ...","This game is fun, if you feel comfortable discussing explicit things in your 'game night' crowd. It is easy to blow through the cards here and see repeats, but I haven't gotten an expansion pack. I just lost interest when we started seeing the same questions and answers.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2P3N19PWQ5UCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 7, 2015","eric","-","yes","Fun the first few times","At first, this game was awesome and super fun but if you play more than like 5-10 times you start to learn all of the funny cards and answers so it loses the fun. But it is a good game to have around for friends or family especially when having a relaxing night drinking with friends.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2HTMWQTJDDVR4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 22, 2015","Cami Bozeman","-","yes","Funny, but vulgar","My husband & I were really anxious to get this because we heard how hilarious it was. However, when it arrived & we were reading the cards, we were shocked at how seriously vulgar some of the cards were. Going to end up tossing a few so not to offend some of our friends or family & replace them with the 'create your own' version available on their site.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1IFBHYW7SEV9D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 9, 2014","KJZ","-","yes","I don't think so.","Not appropriate for multiple generation family participation. Some of the topics were uncomfortable for daughters and sons to share with there mothers and fathers and aunts and uncles. Some topics uncomfortable for mixed ages, mixed genders, and family. Ok for groups of friends though, depending upon the friends. Overall, crude doesn't necessarily equate to funny unless you really get off on bathroom humor.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3JSNMW0HNT0AD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 28, 2018","Danda Mann","-","-","No replay value","Funny the first couple times playing but loses its taste by the third or fourth. Game is fun but zero replay value unless you continuously dish out money for expansion packs.","3","-","-","https://www.amazon.com/gp/customer-reviews/RYUZGZDM46TJM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 15, 2014","John B. Mckibbon","-","yes","Apples-to-Apples for adults","After hearing so many people rave about this game I had to try it out for myself. I bought the starter deck and the first expansion right off the bat. Overall it just seems like Apples-to-Apples with more vulgar terminology. It's definitely not a bad game but it didn't really bring any thing new to the table. I also feel like Apples-to-Apples includes way more cards negating the need for expansions.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3LCMWUESS9XQK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 15, 2015","clark2298","-","yes","You must be horrible to like this","This a a fun game if you have been drinking. It must be said that this is really a party game and should at least be played with four people. Every time iv'e play it is always worth a laugh (If you have a dark sense of humor). That being said I defiantly would not play this with the family or in front of school age children.","3","-","-","https://www.amazon.com/gp/customer-reviews/R6BQW8U2ZAPEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 16, 2015","Kashyap","-","-","Huge disappointment. For a different crowd I guess.","Was really looking forward to opening this up for a long overdrew get together of friends. We spent an hour or so, had a few laughs, but it was repetitive half way through. Very crude humor, my kind of humor, but cheap, so when though I had bought the first expansion pack wet never opened it.My best guess is that those in 20s or early 30s would probably like it more. Our crowd was all 35-40..","3","-","-","https://www.amazon.com/gp/customer-reviews/R3HOQEWQ0Q0HZS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 1, 2014","Brian Yard","-","yes","Fun for a while","Definitely a fun game, saw it on Table Flip with the Game Grumps and was not disappointed, but there are definitely some small problems.You have to be careful who you play with or even censor cards like i had to when playing with some of my more wholesome friends. Somehow they weren't thrilled with 'Firing a Rifle in the Air while Balls Deep in a Squealing Hog.'Wildly hilarious the first time you play but because of the nature of the cards, a lot of the fun is in the shock value.It gets kind of boring after the third or fourth game. i imagine the expansion packs help remedy this but it just doesn't have the staying power of, say, apples to apples.","3","-","-","https://www.amazon.com/gp/customer-reviews/RUMRRO9JQXK9S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 14, 2015","Reesiecup","-","yes","It's a fun game for a bunch of drunk friends to play","This game got great reviews;  i think it's just ok.  I think it's only fun if your playing with 8 or more people because the questions and answers get redundant really fast.  Oh yeah and make sure you are drunk, not as amusing sober. The answers are more of a shock value than anything.  Once you get over that, it's kinda blah.","3","-","-","https://www.amazon.com/gp/customer-reviews/R19L5TU1CTQWIH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 28, 2015","M. Herber","-","yes","Don't recommend for teens...","Head's up parents!!!! You may want to reconsider purchasing this unless your child is an adult! Purchased for my high school daughter without realizing what these, shall we say, really are! They may be 'all the rage' among teens, but they can be very adult in nature.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3CPB9SINBSGU3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 10, 2015","Dave Noonan","-","yes","probably good for 4-5 plays before it gets old","CAH is okay as a novelty party game, probably good for 4-5 plays before it gets old.  Some of the cards are extremely rude, even more so than I was expecting and I generally have a pretty twisted sense of humor.  It was also not uncommon to have handful of answers that really didn't fit the question at all.  Occasionally though, it did produce hilarious results, but not as often as you'd like.  Mostly the answers were rude without being all that funny.","3","-","-","https://www.amazon.com/gp/customer-reviews/RWAN1BFTMZ0WL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 10, 2015","Steven P.","-","yes","Still fun but not the lasting power of scrabble","This was fun when you where the only guy in the room with a set. Now its going to sit for 10 years until people want to play it again. Or you can get the crazy expansion packs. I'll leave that to my friends to buy","3","-","-","https://www.amazon.com/gp/customer-reviews/R2DM7QPZTLDEP5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 8, 2014","IslandGirl82","-","yes","Love the game, however, WTF is up with the dirty stains on the cards?!","I was excited that I had purchased this game since it has been out of stock for a bit.  My friends and I had a game night one weekend, and as we were playing, some of the cards had this nasty looking brown, crunchy stains on several of the white cards.  Gross!  It's kind of ridiculous to use a damp rag to wipe off whatever that stuff was.  But overall, the game is great.  Lots of laughs and raunchy creativity!","3","-","-","https://www.amazon.com/gp/customer-reviews/R3BLV88AN927OP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 27, 2015","A. Sutton","-","yes","Fun to play","Very popular. Silly to make dick and dead baby jokes, even in the same sentence! I would give it 2 stars if it didn't provide an excuse to proclaim very racist-sounding sentences for the laugh.Fun to play? Not really. Get a few drinks in you and keep the ditsy girls out of the game, and you might enjoy it for an hour or two.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3OH7RTLSY2VK5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
